radio_id,nivel_geografico,prov,depto,partido,poblacion_sexo__total,poblacion_sexo__mujer_femenino,poblacion_sexo__varon_masculino,poblacion_edad__total,poblacion_edad__hasta_14_anos,poblacion_edad__15_a_64_anos,poblacion_edad__65_y_mas_anos,poblacion_edad_quinq__total,poblacion_edad_quinq__00_a_04,poblacion_edad_quinq__05_a_09,poblacion_edad_quinq__10_a_14,poblacion_edad_quinq__15_a_19,poblacion_edad_quinq__20_a_24,poblacion_edad_quinq__25_a_29,poblacion_edad_quinq__30_a_34,poblacion_edad_quinq__35_a_39,poblacion_edad_quinq__40_a_44,poblacion_edad_quinq__45_a_49,poblacion_edad_quinq__50_a_54,poblacion_edad_quinq__55_a_59,poblacion_edad_quinq__60_a_64,poblacion_edad_quinq__65_a_69,poblacion_edad_quinq__70_a_74,poblacion_edad_quinq__75_a_79,poblacion_edad_quinq__80_a_84,poblacion_edad_quinq__85_a_89,poblacion_edad_quinq__90_a_94,poblacion_edad_quinq__95_a_99,poblacion_edad_quinq__100_a_104,poblacion_edad_quinq__105_y_mas,educacion_mni__total,educacion_mni__sin_instruccion,educacion_mni__primario_incompleto,educacion_mni__primario_completo,educacion_mni__secundario_incompleto,educacion_mni__secundario_completo,educacion_mni__terciario_incompleto,educacion_mni__terciario_completo,educacion_mni__universitario_incompleto,educacion_mni__universitario_completo,educacion_mni__posgrado_incompleto,educacion_mni__posgrado_completo,educacion_mni__ignorado,hogares_nbi__total,hogares_nbi__si,hogares_nbi__no,hogares_ipmh__total,hogares_ipmh__sin_privacion,hogares_ipmh__privacion_solo_de_recursos_corrientes,hogares_ipmh__privacion_solo_de_recursos_patrimoniales,hogares_ipmh__privacion_convergente,hogares_hacinamiento__total,hogares_hacinamiento__hasta_0_50_personas_por_cuarto,hogares_hacinamiento__0_51_0_99_personas_por_cuarto,hogares_hacinamiento__1_00_1_49_personas_por_cuarto,hogares_hacinamiento__1_50_1_99_personas_por_cuarto,hogares_hacinamiento__2_00_3_00_personas_por_cuarto,hogares_hacinamiento__mas_de_3_00_personas_por_cuarto,hogares_tenencia__total,hogares_tenencia__propia,hogares_tenencia__alquilada,hogares_tenencia__cedida_por_trabajo,hogares_tenencia__prestada,hogares_tenencia__otra_situacion,hogares_agua__total,hogares_agua__red_publica_agua_corriente,hogares_agua__perforacion_con_bomba_a_motor,hogares_agua__otra_procedencia,hogares_agua__perforacion_con_bomba_manual,hogares_agua__pozo_sin_bomba,hogares_agua__transporte_por_cisterna_agua_de_lluvia_rio_c,hogares_agua_dist__total,hogares_agua_dist__por_caneria_dentro_de_la_vivienda,hogares_agua_dist__fuera_de_la_vivienda_pero_dentro_del_terreno,hogares_agua_dist__fuera_del_terreno,hogares_desague__total,hogares_desague__a_red_publica_cloaca,hogares_desague__a_camara_septica_y_pozo_ciego,hogares_desague__solo_a_pozo_ciego,hogares_desague__a_hoyo_excavacion_en_la_tierra_etc,hogares_desague__no_aplica,hogares_combustible__total,hogares_combustible__electricidad,hogares_combustible__gas_de_red,hogares_combustible__gas_en_garrafa,hogares_combustible__gas_en_tubo_o_a_granel_zeppelin,hogares_combustible__lena_o_carbon,hogares_combustible__otro_combustible,viviendas_tipo__total,viviendas_tipo__casa,viviendas_tipo__rancho,viviendas_tipo__departamento,viviendas_tipo__vivienda_movil_ocupada_casa_rodante_barco_ca,viviendas_tipo__casilla,viviendas_tipo__pieza_en_inquilinato_hotel_familiar_o_pensio,viviendas_tipo__local_no_construido_para_habitacion_ocupado,viviendas_localidad__total,viviendas_localidad__san_isidro,fuente,fecha_descarga
067561001,radio,06,756,SAN ISIDRO,606,325,281,606,94,358,154,606,27,32,35,41,34,33,40,36,32,42,34,32,34,46,40,24,19,18,4,3,0,0,606,51,37,17,68,71,28,62,97,126,8,39,2,252,6,246,252,216,21,11,4,252,121,52,56,13,7,3,252,131,90,9,12,10,252,243,0,2,1,6,0,252,245,7,0,252,251,0,0,1,0,252,24,220,7,0,1,0,271,55,0,215,0,0,0,1,271,271,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561002,radio,06,756,SAN ISIDRO,471,271,200,471,57,301,113,471,16,18,23,19,25,39,26,45,31,29,28,29,30,23,28,30,10,11,9,1,1,0,471,30,25,13,49,60,34,61,67,85,15,31,1,235,8,227,235,214,19,1,1,235,101,39,73,5,14,3,235,119,105,1,6,4,235,232,2,1,0,0,0,235,235,0,0,235,234,1,0,0,0,235,28,207,0,0,0,0,269,47,3,218,0,1,0,0,269,269,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561003,radio,06,756,SAN ISIDRO,657,373,284,657,68,416,173,657,25,26,17,25,35,45,61,40,35,37,47,46,45,43,32,41,29,18,7,3,0,0,657,39,29,15,44,85,32,108,102,128,23,44,8,361,3,358,361,332,25,4,0,361,200,61,89,8,2,1,361,186,144,5,16,10,361,357,1,3,0,0,0,361,360,0,1,361,358,1,1,1,0,361,69,289,2,0,1,0,433,75,0,357,0,1,0,0,433,433,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561004,radio,06,756,SAN ISIDRO,681,397,284,681,48,460,173,681,21,12,15,27,34,66,71,65,42,32,41,46,36,34,33,44,24,24,12,2,0,0,681,49,16,22,48,91,37,78,113,157,21,47,2,378,5,373,378,352,22,3,1,378,199,39,100,14,23,3,378,167,171,5,24,11,378,369,0,8,0,0,1,378,378,0,0,378,376,1,1,0,0,378,106,264,5,3,0,0,442,28,7,405,0,0,0,2,442,442,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561005,radio,06,756,SAN ISIDRO,456,253,203,456,54,269,133,456,21,21,12,16,20,36,24,24,41,23,28,31,26,20,20,33,30,17,11,2,0,0,456,29,22,15,28,62,19,57,73,105,8,37,1,226,0,226,226,216,9,1,0,226,114,60,45,2,5,0,226,100,96,6,15,9,226,226,0,0,0,0,0,226,226,0,0,226,225,1,0,0,0,226,46,179,1,0,0,0,264,14,0,250,0,0,0,0,264,264,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561006,radio,06,756,SAN ISIDRO,779,453,326,779,103,425,251,779,40,35,28,30,30,32,43,63,48,58,46,36,39,35,50,45,50,41,19,10,1,0,779,62,49,25,62,109,46,88,103,156,18,55,6,393,6,387,393,343,30,13,7,393,212,66,81,19,14,1,393,206,128,14,31,14,393,393,0,0,0,0,0,393,393,0,0,393,391,0,2,0,0,393,75,316,0,0,2,0,442,12,7,419,0,1,2,1,442,442,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561007,radio,06,756,SAN ISIDRO,548,302,246,548,75,353,120,548,23,32,20,27,30,30,26,47,40,45,34,44,30,31,24,26,21,10,5,3,0,0,548,29,34,15,45,76,24,78,70,129,17,31,0,275,2,273,275,252,18,5,0,275,147,41,74,9,4,0,275,179,68,1,15,12,275,273,0,1,1,0,0,275,275,0,0,275,274,1,0,0,0,275,47,228,0,0,0,0,335,111,0,224,0,0,0,0,335,335,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561008,radio,06,756,SAN ISIDRO,540,312,228,540,67,347,126,540,17,21,29,27,34,46,44,30,43,30,28,40,25,26,29,27,21,18,5,0,0,0,540,24,29,14,66,84,36,77,84,89,12,23,2,276,2,274,276,253,21,1,1,276,144,44,65,10,12,1,276,111,127,5,20,13,276,276,0,0,0,0,0,276,276,0,0,276,273,3,0,0,0,276,30,245,1,0,0,0,337,15,1,321,0,0,0,0,337,337,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561009,radio,06,756,SAN ISIDRO,260,145,115,260,24,171,65,260,9,8,7,4,9,28,23,20,19,14,14,19,21,11,15,14,11,4,9,1,0,0,260,13,11,11,14,43,10,32,38,61,8,18,1,147,1,146,147,134,11,2,0,147,74,22,40,6,5,0,147,60,71,3,9,4,147,146,0,1,0,0,0,147,147,0,0,147,147,0,0,0,0,147,12,135,0,0,0,0,215,23,0,191,0,0,1,0,215,215,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561010,radio,06,756,SAN ISIDRO,1021,556,465,1021,148,639,234,1021,33,55,60,61,81,54,37,33,88,96,54,76,59,76,61,46,30,13,6,2,0,0,1021,58,72,27,105,124,53,116,162,216,21,67,0,382,3,379,382,350,29,3,0,382,175,89,87,19,11,1,382,271,77,5,12,17,382,380,1,1,0,0,0,382,382,0,0,382,380,1,1,0,0,382,42,335,4,1,0,0,407,322,4,78,0,2,1,0,407,407,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561011,radio,06,756,SAN ISIDRO,976,510,466,976,142,594,240,976,41,46,55,63,53,45,54,41,55,64,75,72,72,56,60,47,37,26,11,2,0,1,976,57,66,20,93,162,45,124,129,191,18,67,4,371,23,348,371,332,12,22,5,371,160,118,69,12,11,1,371,301,46,0,14,10,371,370,0,1,0,0,0,371,352,19,0,351,348,2,0,1,20,371,46,307,17,1,0,0,374,352,2,18,0,0,2,0,374,374,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561012,radio,06,756,SAN ISIDRO,1076,557,519,1076,192,679,205,1076,44,69,79,65,76,44,52,64,63,88,80,65,82,56,40,37,32,23,14,3,0,0,1076,74,91,26,133,136,40,103,154,226,26,61,6,382,7,375,382,359,20,2,1,382,155,127,80,10,10,0,382,291,58,1,14,18,382,378,0,2,0,1,1,382,382,0,0,382,375,7,0,0,0,382,32,346,4,0,0,0,399,382,4,10,1,0,1,1,399,399,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561101,radio,06,756,SAN ISIDRO,566,326,240,566,89,364,113,566,24,30,35,29,22,49,47,49,38,38,31,34,27,37,20,18,22,10,5,1,0,0,566,40,44,35,71,102,30,64,74,73,9,22,2,247,3,244,247,207,25,11,4,247,99,53,73,10,11,1,247,146,74,0,10,17,247,241,6,0,0,0,0,247,243,4,0,247,237,4,6,0,0,247,27,203,17,0,0,0,270,139,0,130,1,0,0,0,270,270,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561102,radio,06,756,SAN ISIDRO,547,301,246,547,79,368,100,547,20,27,32,30,28,36,50,50,40,37,25,39,33,23,26,20,12,11,8,0,0,0,547,39,35,26,72,78,30,65,78,91,9,23,1,250,2,248,250,226,13,11,0,250,105,44,78,14,8,1,250,146,78,0,14,12,250,248,0,0,0,0,2,250,250,0,0,250,245,4,1,0,0,250,32,213,5,0,0,0,278,132,0,146,0,0,0,0,278,278,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561103,radio,06,756,SAN ISIDRO,762,428,334,762,116,502,144,762,43,36,37,47,30,52,66,75,64,62,37,27,42,31,30,38,20,12,12,1,0,0,762,70,52,25,94,104,44,75,92,145,20,35,6,364,2,362,364,339,16,8,1,364,154,55,117,16,22,0,364,182,148,0,22,12,364,361,1,2,0,0,0,364,364,0,0,364,358,6,0,0,0,364,38,322,2,1,1,0,425,110,0,314,0,1,0,0,425,425,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561104,radio,06,756,SAN ISIDRO,645,353,292,645,73,476,96,645,31,26,16,29,26,60,88,61,59,45,38,39,31,26,21,17,13,10,5,4,0,0,645,38,34,29,54,90,41,85,70,142,20,36,6,336,6,330,336,310,19,4,3,336,161,55,92,19,9,0,336,180,127,1,17,11,336,329,4,3,0,0,0,336,336,0,0,336,331,4,1,0,0,336,51,280,3,0,1,1,391,112,0,274,0,0,4,1,391,391,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561105,radio,06,756,SAN ISIDRO,697,405,292,697,111,485,101,697,33,41,37,22,32,67,76,67,70,58,35,34,24,29,29,23,11,5,3,1,0,0,697,47,56,26,55,68,29,85,102,137,27,63,2,379,3,376,379,352,25,0,2,379,186,60,113,9,9,2,379,161,180,1,24,13,379,375,2,2,0,0,0,379,378,1,0,379,376,3,0,0,0,379,47,330,2,0,0,0,408,74,2,332,0,0,0,0,408,408,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561106,radio,06,756,SAN ISIDRO,698,393,305,698,82,492,124,698,32,31,19,27,17,74,102,67,59,51,32,34,29,27,34,27,20,11,5,0,0,0,698,40,36,26,69,99,29,83,94,150,20,51,1,381,3,378,381,349,27,5,0,381,161,51,136,15,17,1,381,154,188,2,24,13,381,377,3,1,0,0,0,381,381,0,0,381,379,2,0,0,0,381,41,336,3,1,0,0,417,68,4,343,0,0,2,0,417,417,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561201,radio,06,756,SAN ISIDRO,1129,614,515,1129,170,738,221,1129,37,67,66,72,82,67,88,66,68,93,77,59,66,71,58,27,34,21,10,0,0,0,1129,107,98,64,173,181,66,126,137,120,15,36,6,434,17,417,434,361,42,21,10,434,158,87,133,21,29,6,434,295,99,0,18,22,434,429,2,2,0,0,1,434,434,0,0,433,428,4,1,0,1,434,38,372,23,1,0,0,443,318,3,115,0,0,7,0,443,443,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561202,radio,06,756,SAN ISIDRO,789,431,358,789,138,511,140,789,44,52,42,40,40,39,76,66,71,56,32,40,51,36,31,37,16,15,4,1,0,0,789,109,66,27,90,120,41,80,84,119,16,32,5,319,12,307,319,279,35,5,0,319,105,62,108,21,19,4,319,168,109,1,22,19,319,319,0,0,0,0,0,319,319,0,0,319,317,2,0,0,0,319,33,281,2,1,1,1,342,146,1,190,0,3,2,0,342,342,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561203,radio,06,756,SAN ISIDRO,818,432,386,818,147,514,157,818,40,50,57,55,50,48,57,46,56,52,55,40,55,45,47,22,20,17,5,1,0,0,818,131,82,49,109,121,31,86,92,86,7,18,6,277,25,252,277,234,39,4,0,277,88,56,83,17,26,7,277,192,45,0,21,19,277,276,1,0,0,0,0,277,277,0,0,277,275,2,0,0,0,277,24,240,13,0,0,0,276,211,4,46,0,6,2,7,276,276,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561204,radio,06,756,SAN ISIDRO,607,297,310,607,83,399,125,607,27,17,39,49,54,26,25,39,47,47,44,38,30,28,40,32,12,7,5,1,0,0,607,41,36,39,125,106,23,59,77,62,6,19,14,215,3,212,215,177,22,14,2,215,75,52,64,11,11,2,215,154,40,3,3,15,215,214,1,0,0,0,0,215,214,1,0,215,206,2,7,0,0,215,14,189,12,0,0,0,215,200,1,13,0,0,0,1,215,215,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561205,radio,06,756,SAN ISIDRO,938,500,438,938,152,596,190,938,40,47,65,63,60,49,57,48,65,74,53,74,53,47,45,54,19,19,6,0,0,0,938,56,89,70,149,190,36,99,111,100,13,25,0,359,3,356,359,314,22,18,5,359,137,82,106,22,11,1,359,265,52,2,15,25,359,354,2,2,0,1,0,359,358,0,1,359,335,18,6,0,0,359,35,307,14,3,0,0,381,343,0,37,0,0,0,1,381,381,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561206,radio,06,756,SAN ISIDRO,556,295,261,556,102,365,89,556,29,35,38,20,25,42,54,56,50,39,27,31,21,20,23,19,13,12,1,1,0,0,556,82,43,15,56,71,21,51,81,103,11,22,0,244,14,230,244,223,18,2,1,244,98,27,75,18,20,6,244,117,111,0,9,7,244,243,1,0,0,0,0,244,244,0,0,244,243,1,0,0,0,244,16,227,1,0,0,0,265,62,4,195,1,3,0,0,265,265,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561207,radio,06,756,SAN ISIDRO,382,205,177,382,44,280,58,382,16,18,10,11,7,43,60,44,36,35,20,11,13,19,20,6,6,6,1,0,0,0,382,18,23,8,31,52,17,36,47,107,13,30,0,239,0,239,239,231,6,2,0,239,128,17,81,7,6,0,239,106,117,0,12,4,239,238,0,1,0,0,0,239,239,0,0,239,237,2,0,0,0,239,35,201,3,0,0,0,261,19,0,242,0,0,0,0,261,261,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561208,radio,06,756,SAN ISIDRO,904,494,410,904,144,595,165,904,49,44,51,55,45,65,84,76,64,60,55,48,43,39,39,39,20,16,9,3,0,0,904,90,71,31,100,94,53,90,112,170,25,62,6,398,13,385,398,368,20,9,1,398,158,69,138,12,18,3,398,223,145,2,17,11,398,391,5,2,0,0,0,398,397,1,0,398,398,0,0,0,0,398,60,331,7,0,0,0,419,175,0,238,0,0,2,4,419,419,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561209,radio,06,756,SAN ISIDRO,996,524,472,996,151,672,173,996,38,55,58,77,85,52,51,52,45,73,78,70,89,39,41,40,28,15,9,1,0,0,996,105,78,60,149,175,49,94,117,122,12,30,5,367,7,360,367,320,36,6,5,367,151,88,96,20,11,1,367,257,58,0,17,35,367,363,2,2,0,0,0,367,367,0,0,367,342,16,9,0,0,367,32,321,12,2,0,0,411,359,9,41,0,2,0,0,411,411,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561210,radio,06,756,SAN ISIDRO,836,424,412,836,141,507,188,836,25,55,61,50,41,37,45,37,61,51,57,61,67,50,42,40,28,19,6,3,0,0,836,41,78,33,107,103,37,104,113,146,11,57,6,317,0,317,317,295,13,7,2,317,146,81,81,6,3,0,317,240,47,2,12,16,317,315,1,1,0,0,0,317,316,1,0,317,308,6,2,1,0,317,33,278,5,1,0,0,347,334,0,13,0,0,0,0,347,347,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561211,radio,06,756,SAN ISIDRO,1092,593,499,1092,158,673,261,1092,42,49,67,74,81,44,39,43,79,68,85,85,75,72,64,42,42,30,9,2,0,0,1092,58,64,28,136,145,53,125,158,222,18,82,3,399,2,397,399,365,25,5,4,399,214,112,63,4,4,2,399,333,30,0,13,23,399,397,0,1,0,1,0,399,397,2,0,399,388,5,6,0,0,399,34,356,9,0,0,0,430,416,1,13,0,0,0,0,430,430,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561212,radio,06,756,SAN ISIDRO,1054,568,486,1054,162,714,178,1054,47,48,67,96,89,74,41,59,77,65,71,78,64,54,44,31,31,10,7,1,0,0,1054,91,83,93,241,172,57,86,101,88,11,17,14,353,13,340,353,285,50,13,5,353,110,83,110,19,27,4,353,263,46,2,10,32,353,347,2,2,1,1,0,353,352,1,0,353,334,13,6,0,0,353,20,279,51,3,0,0,356,319,7,22,0,6,2,0,356,356,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561301,radio,06,756,SAN ISIDRO,543,275,268,543,90,357,96,543,18,41,31,45,36,23,41,44,28,45,38,28,29,29,26,17,15,7,2,0,0,0,543,36,63,60,121,127,23,36,47,23,0,3,4,202,7,195,202,162,26,13,1,202,77,26,62,15,18,4,202,131,41,1,8,21,202,202,0,0,0,0,0,202,200,2,0,201,183,13,5,0,1,202,12,148,37,5,0,0,200,189,2,8,0,1,0,0,200,200,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561302,radio,06,756,SAN ISIDRO,815,425,390,815,182,514,119,815,52,66,64,66,61,46,58,66,52,52,42,39,32,31,47,24,9,4,3,1,0,0,815,85,104,120,187,140,22,47,46,45,3,11,5,280,11,269,280,196,32,36,16,280,89,49,78,23,35,6,280,207,50,1,11,11,280,273,2,2,2,0,1,280,278,2,0,279,270,6,3,0,1,280,24,148,107,1,0,0,281,180,0,97,1,1,2,0,281,281,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561303,radio,06,756,SAN ISIDRO,1403,727,676,1403,369,909,125,1403,102,127,140,121,116,124,129,96,83,84,75,43,38,51,34,23,11,4,1,1,0,0,1403,178,240,263,398,225,33,18,33,5,3,1,6,432,47,385,432,181,59,113,79,432,59,41,141,67,99,25,432,355,44,0,9,24,432,410,12,2,1,6,1,432,403,20,9,424,394,15,15,0,8,432,15,59,349,9,0,0,431,395,11,9,0,9,7,0,431,431,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561304,radio,06,756,SAN ISIDRO,1357,683,674,1357,367,892,98,1357,105,124,138,142,115,120,94,106,85,68,65,57,40,33,33,20,11,0,1,0,0,0,1357,183,246,200,414,208,25,17,39,10,4,4,7,400,53,347,400,153,65,105,77,400,55,41,124,62,86,32,400,353,25,1,9,12,400,377,6,12,2,2,1,400,379,14,7,393,356,16,18,3,7,400,16,45,329,8,2,0,390,352,7,17,1,11,2,0,390,390,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561305,radio,06,756,SAN ISIDRO,490,264,226,490,135,305,50,490,36,50,49,41,34,40,35,37,31,28,25,18,16,14,15,10,4,6,1,0,0,0,490,74,91,74,109,98,12,12,11,5,0,1,3,152,24,128,152,91,19,29,13,152,29,17,45,19,31,11,152,82,37,0,13,20,152,151,1,0,0,0,0,152,150,1,1,152,144,7,1,0,0,152,10,76,64,2,0,0,151,125,0,14,0,0,12,0,151,151,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561306,radio,06,756,SAN ISIDRO,637,340,297,637,111,426,100,637,20,30,61,58,58,39,31,39,46,48,37,31,39,26,30,19,11,10,3,1,0,0,637,40,73,55,162,148,33,43,52,22,4,4,1,221,6,215,221,167,35,11,8,221,70,51,62,18,16,4,221,151,44,0,12,14,221,203,16,2,0,0,0,221,217,4,0,221,210,9,2,0,0,221,15,173,30,2,1,0,232,144,8,73,0,5,2,0,232,232,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561307,radio,06,756,SAN ISIDRO,821,432,389,821,151,509,161,821,44,51,56,53,38,48,47,60,55,50,51,54,53,57,44,32,18,6,4,0,0,0,821,67,95,81,156,151,32,78,80,52,9,13,7,315,9,306,315,251,35,19,10,315,112,58,91,25,24,5,315,199,77,0,16,23,315,307,2,5,1,0,0,315,312,0,3,315,302,3,10,0,0,315,18,248,48,1,0,0,326,280,0,46,0,0,0,0,326,326,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561308,radio,06,756,SAN ISIDRO,613,312,301,613,80,410,123,613,21,22,37,35,38,40,28,44,51,56,48,36,34,30,30,28,14,14,6,1,0,0,613,34,42,50,122,117,31,75,83,38,6,8,7,256,5,251,256,215,22,17,2,256,94,55,76,14,15,2,256,144,79,0,16,17,256,251,3,1,0,1,0,256,255,1,0,256,241,9,6,0,0,256,9,236,11,0,0,0,262,189,2,68,0,0,1,2,262,262,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561309,radio,06,756,SAN ISIDRO,1082,573,509,1082,183,721,178,1082,46,59,78,80,65,81,63,88,79,85,73,49,58,61,47,25,23,13,8,0,1,0,1082,76,105,102,232,221,60,91,111,62,6,8,8,412,15,397,412,346,40,17,9,412,122,72,142,37,35,4,412,232,135,0,18,27,412,409,0,3,0,0,0,412,412,0,0,410,390,12,8,0,2,412,30,323,55,4,0,0,413,353,1,50,1,0,7,1,413,413,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561401,radio,06,756,SAN ISIDRO,1330,682,648,1330,402,863,65,1330,106,142,154,158,114,101,92,94,89,68,73,31,43,25,19,15,1,4,1,0,0,0,1330,155,279,196,431,178,33,11,29,4,3,1,10,370,40,330,370,128,71,103,68,370,46,21,91,66,117,29,370,338,12,1,3,16,370,361,2,3,2,1,1,370,349,19,2,364,329,11,19,5,6,370,7,47,309,7,0,0,370,332,5,22,0,5,6,0,370,370,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561402,radio,06,756,SAN ISIDRO,92,45,47,92,33,54,5,92,5,17,11,4,7,8,7,9,9,4,3,3,0,1,2,2,0,0,0,0,0,0,92,8,24,8,32,16,1,0,3,0,0,0,0,28,1,27,28,5,7,10,6,28,8,3,9,3,5,0,28,28,0,0,0,0,28,28,0,0,0,0,0,28,27,0,1,27,18,4,3,2,1,28,3,1,24,0,0,0,27,26,0,1,0,0,0,0,27,27,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561403,radio,06,756,SAN ISIDRO,1290,654,636,1290,328,892,70,1290,86,111,131,135,90,107,105,107,102,80,65,48,53,27,21,11,8,2,1,0,0,0,1290,125,222,208,388,232,25,22,39,10,3,0,16,387,48,339,387,199,54,80,54,387,50,25,140,56,89,27,387,317,29,0,14,27,387,375,7,4,0,1,0,387,370,12,5,383,356,13,13,1,4,387,18,45,320,4,0,0,395,348,0,25,0,16,5,1,395,395,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561404,radio,06,756,SAN ISIDRO,795,413,382,795,188,569,38,795,54,62,72,77,75,72,70,46,56,43,56,40,34,20,8,2,2,3,2,1,0,0,795,86,141,134,240,125,14,12,23,6,1,4,9,242,18,224,242,101,48,59,34,242,38,22,73,38,62,9,242,201,23,0,8,10,242,240,1,0,0,1,0,242,232,10,0,242,222,6,14,0,0,242,9,19,194,20,0,0,241,220,0,15,0,4,2,0,241,241,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561405,radio,06,756,SAN ISIDRO,1342,687,655,1342,364,916,62,1342,114,130,120,141,136,109,111,104,85,72,64,51,43,24,18,8,7,4,0,1,0,0,1342,184,257,220,377,217,24,11,27,5,6,1,13,375,57,318,375,146,80,88,61,375,45,24,102,51,117,36,375,299,26,0,4,46,375,366,0,7,0,0,2,375,350,23,2,364,346,7,11,0,11,375,8,145,213,8,0,1,377,349,12,12,0,1,3,0,377,377,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561406,radio,06,756,SAN ISIDRO,775,431,344,775,133,490,152,775,39,40,54,64,48,37,37,44,69,58,52,41,40,41,36,24,14,28,9,0,0,0,775,55,95,79,196,155,38,51,61,25,4,9,7,268,6,262,268,232,24,8,4,268,72,58,96,18,21,3,268,191,44,0,14,19,268,264,0,4,0,0,0,268,266,2,0,268,251,10,7,0,0,268,18,216,30,4,0,0,289,275,1,11,0,2,0,0,289,289,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
